client_id,entry_date,entry_month,entry_price,official_price,entry_era,is_promo,is_annual,price_changed,unique_amounts,n_transactions,last_payment,total_revenue,tenure_days,tenure_months,is_active,churn_event,km_duration,km_event
31,2023-11-06 19:34:08.767,2023-11,89.0,99.0,era_99,True,False,False,1,29,2026-03-06 20:35:28.238,2581.0,851,27.95663600525624,True,0,27.95663600525624,0
32,2023-11-06 19:47:11.881,2023-11,89.0,99.0,era_99,True,False,True,2,21,2025-12-06 22:07:03.141,2829.0,761,25.0,False,1,25.0,1
33,2023-11-06 19:56:53.526,2023-11,356.0,99.0,era_99,True,False,False,1,3,2025-05-06 21:58:17.457,1068.0,547,17.969776609724047,False,1,17.969776609724047,1
34,2023-11-06 20:06:53.854,2023-11,71.2,99.0,era_99,True,False,False,1,13,2025-02-06 21:07:56.401,925.6,458,15.045992115637318,False,1,15.045992115637318,1
35,2023-11-06 20:12:54.639,2023-11,801.0,99.0,era_99,False,True,False,1,3,2025-11-06 21:17:11.876,2403.0,731,24.014454664914584,True,0,24.014454664914584,0
36,2023-11-06 20:15:16.298,2023-11,89.0,99.0,era_99,True,False,True,2,9,2024-12-01 19:58:43.235,1131.0,390,12.81208935611038,False,1,12.81208935611038,1
37,2023-11-06 20:26:45.118,2023-11,89.0,99.0,era_99,True,False,False,1,29,2026-03-06 21:27:59.439,2581.0,851,27.95663600525624,True,0,27.95663600525624,0
38,2023-11-06 20:39:37.727,2023-11,89.0,99.0,era_99,True,False,False,1,7,2024-05-06 22:40:56.877,623.0,182,5.978975032851511,False,1,5.978975032851511,1
39,2023-11-06 20:42:35.374,2023-11,89.0,99.0,era_99,True,False,True,2,26,2026-03-08 15:18:02.081,2088.6,852,27.989487516425754,True,0,27.989487516425754,0
40,2023-11-06 20:45:33.063,2023-11,756.5,99.0,era_99,False,True,False,1,1,2023-11-06 20:45:33.063,756.5,0,0.0,False,1,0.01,1
41,2023-11-06 22:06:47.249,2023-11,99.0,99.0,era_99,False,False,False,1,2,2023-12-06 23:08:50.301,198.0,30,0.9855453350854139,False,1,0.9855453350854139,1
42,2023-11-06 22:09:25.974,2023-11,990.0,99.0,era_99,False,True,False,1,1,2023-11-06 22:09:25.974,990.0,0,0.0,False,1,0.01,1
43,2023-11-06 22:53:03.569,2023-11,445.0,99.0,era_99,True,False,False,1,1,2023-11-06 22:53:03.569,445.0,0,0.0,False,1,0.01,1
44,2023-11-07 00:12:40.133,2023-11,990.0,99.0,era_99,False,True,False,1,3,2025-11-07 01:13:32.340,2970.0,731,24.014454664914584,True,0,24.014454664914584,0
45,2023-11-07 06:36:15.289,2023-11,89.0,99.0,era_99,True,False,True,2,3,2024-03-17 12:04:17.817,287.0,131,4.303547963206308,False,1,4.303547963206308,1
46,2023-11-07 09:13:22.497,2023-11,84.15,99.0,era_99,True,False,False,1,1,2023-11-07 09:13:22.497,84.15,0,0.0,False,1,0.01,1
47,2023-11-07 09:29:58.501,2023-11,99.0,99.0,era_99,False,False,False,1,20,2025-06-07 11:31:34.574,1980.0,578,18.988173455978973,False,1,18.988173455978973,1
48,2023-11-08 17:45:35.910,2023-11,99.0,99.0,era_99,False,False,True,2,2,2023-11-27 17:00:43.852,407.6,18,0.5913272010512484,False,1,0.5913272010512484,1
49,2023-11-08 18:15:37.490,2023-11,99.0,99.0,era_99,False,False,False,1,7,2024-05-08 20:17:19.402,693.0,182,5.978975032851511,False,1,5.978975032851511,1
50,2023-11-09 22:59:50.342,2023-11,99.0,99.0,era_99,False,False,False,1,1,2023-11-09 22:59:50.342,99.0,0,0.0,False,1,0.01,1
51,2023-11-12 17:10:03.571,2023-11,990.0,99.0,era_99,False,True,False,1,1,2023-11-12 17:10:03.571,990.0,0,0.0,False,1,0.01,1
52,2023-11-13 14:59:20.281,2023-11,87.12,99.0,era_99,True,False,False,1,1,2023-11-13 14:59:20.281,87.12,0,0.0,False,1,0.01,1
53,2023-11-13 20:43:15.465,2023-11,87.12,99.0,era_99,True,False,False,1,3,2024-01-13 21:44:39.150,261.36,61,2.0039421813403417,False,1,2.0039421813403417,1
54,2023-11-14 07:59:48.670,2023-11,871.2,99.0,era_99,False,True,False,1,3,2025-11-14 09:02:23.536,2613.6000000000004,731,24.014454664914584,True,0,24.014454664914584,0
55,2023-11-18 09:05:47.284,2023-11,79.2,99.0,era_99,True,False,False,1,3,2024-01-18 10:06:52.567,237.60000000000002,61,2.0039421813403417,False,1,2.0039421813403417,1
56,2023-11-24 08:40:07.745,2023-11,69.0,99.0,era_99,True,False,True,2,11,2025-07-18 16:04:44.946,1480.6,602,19.776609724047304,False,1,19.776609724047304,1
57,2023-11-24 12:41:48.444,2023-11,690.0,99.0,era_99,True,False,False,1,1,2023-11-24 12:41:48.444,690.0,0,0.0,False,1,0.01,1
58,2023-11-24 18:19:47.585,2023-11,690.0,99.0,era_99,True,False,False,1,1,2023-11-24 18:19:47.585,690.0,0,0.0,False,1,0.01,1
59,2023-11-24 19:47:39.392,2023-11,276.0,99.0,era_99,True,False,False,1,2,2024-05-24 21:48:04.198,552.0,182,5.978975032851511,False,1,5.978975032851511,1
60,2023-11-25 06:20:26.450,2023-11,69.0,99.0,era_99,True,False,False,1,28,2026-03-07 16:45:12.631,1932.0,833,27.365308804204993,True,0,27.365308804204993,0
61,2023-11-25 17:33:41.366,2023-11,607.2,99.0,era_99,True,False,False,1,3,2025-11-25 18:35:11.789,1821.6000000000001,731,24.014454664914584,False,1,24.014454664914584,1
62,2023-11-25 17:47:58.080,2023-11,55.2,99.0,era_99,True,False,False,1,29,2026-03-25 18:49:45.835,1600.8000000000002,851,27.95663600525624,True,0,27.95663600525624,0
63,2023-11-25 20:13:53.147,2023-11,690.0,99.0,era_99,True,False,False,1,1,2023-11-25 20:13:53.147,690.0,0,0.0,False,1,0.01,1
64,2023-11-25 21:07:59.352,2023-11,69.0,99.0,era_99,True,False,False,1,20,2025-11-25 22:11:18.548,1380.0,731,24.014454664914584,False,1,24.014454664914584,1
65,2023-11-26 12:56:33.972,2023-11,690.0,99.0,era_99,True,False,False,1,3,2025-11-26 13:58:33.774,2070.0,731,24.014454664914584,False,1,24.014454664914584,1
66,2023-11-26 18:11:41.041,2023-11,69.0,99.0,era_99,True,False,False,1,7,2024-06-26 20:12:22.317,483.0,213,6.9973718791064385,False,1,6.9973718791064385,1
67,2023-11-26 18:49:54.402,2023-11,69.0,99.0,era_99,True,False,True,2,3,2024-05-21 20:44:01.415,534.0,177,5.814717477003942,False,1,5.814717477003942,1
68,2023-11-26 19:43:33.572,2023-11,276.0,99.0,era_99,True,False,True,3,9,2026-03-15 21:15:53.191,1855.0,840,27.59526938239159,True,0,27.59526938239159,0
69,2023-11-26 19:53:02.337,2023-11,69.0,99.0,era_99,True,False,False,1,29,2026-03-26 20:53:39.126,2001.0,851,27.95663600525624,True,0,27.95663600525624,0
70,2023-11-26 20:39:09.585,2023-11,69.0,99.0,era_99,True,False,False,1,15,2025-01-26 21:40:00.257,1035.0,427,14.027595269382392,False,1,14.027595269382392,1
71,2023-11-26 22:58:40.067,2023-11,276.0,99.0,era_99,True,False,True,2,2,2025-01-27 23:18:29.500,621.0,428,14.060446780551905,False,1,14.060446780551905,1
72,2023-11-27 14:05:32.275,2023-11,690.0,99.0,era_99,True,False,False,1,1,2023-11-27 14:05:32.275,690.0,0,0.0,False,1,0.01,1
73,2023-11-27 18:02:29.703,2023-11,55.2,99.0,era_99,True,False,False,1,29,2026-03-27 19:03:39.957,1600.8000000000002,851,27.95663600525624,True,0,27.95663600525624,0
74,2023-11-27 18:07:50.588,2023-11,69.0,99.0,era_99,True,False,False,1,1,2023-11-27 18:07:50.588,69.0,0,0.0,False,1,0.01,1
75,2023-11-27 19:52:13.909,2023-11,345.0,99.0,era_99,True,False,False,1,5,2025-11-27 20:55:07.940,1725.0,731,24.014454664914584,False,1,24.014454664914584,1
76,2023-11-27 19:57:16.449,2023-11,69.0,99.0,era_99,True,False,False,1,2,2023-12-27 20:58:47.995,138.0,30,0.9855453350854139,False,1,0.9855453350854139,1
77,2023-11-27 20:23:52.476,2023-11,690.0,99.0,era_99,True,False,False,1,1,2023-11-27 20:23:52.476,690.0,0,0.0,False,1,0.01,1
78,2023-11-27 21:09:22.491,2023-11,69.0,99.0,era_99,True,False,False,1,2,2023-12-27 22:09:50.880,138.0,30,0.9855453350854139,False,1,0.9855453350854139,1
79,2023-11-27 21:11:14.874,2023-11,69.0,99.0,era_99,True,False,False,1,3,2024-01-27 22:12:46.632,207.0,61,2.0039421813403417,False,1,2.0039421813403417,1
80,2023-11-27 21:30:42.447,2023-11,690.0,99.0,era_99,True,False,False,1,3,2025-11-27 22:31:10.248,2070.0,731,24.014454664914584,False,1,24.014454664914584,1
81,2023-11-27 21:48:17.316,2023-11,69.0,99.0,era_99,True,False,False,1,18,2025-05-04 22:49:59.777,1242.0,524,17.21419185282523,False,1,17.21419185282523,1
82,2023-11-27 21:49:53.498,2023-11,69.0,99.0,era_99,True,False,False,1,7,2024-05-27 23:51:12.318,483.0,182,5.978975032851511,False,1,5.978975032851511,1
83,2023-11-28 15:43:04.528,2023-11,79.2,99.0,era_99,True,False,False,1,1,2023-11-28 15:43:04.528,79.2,0,0.0,False,1,0.01,1
84,2023-12-02 15:08:05.257,2023-12,495.0,99.0,era_99,True,False,True,2,2,2024-12-02 18:33:01.455,1494.0,366,12.02365308804205,False,1,12.02365308804205,1
85,2023-12-06 08:53:30.898,2023-12,891.0,99.0,era_99,False,True,False,1,1,2023-12-06 08:53:30.898,891.0,0,0.0,False,1,0.01,1
86,2023-12-08 20:50:50.230,2023-12,79.2,99.0,era_99,True,False,False,1,4,2024-05-08 22:51:40.578,316.8,152,4.993429697766097,False,1,4.993429697766097,1
87,2023-12-12 10:11:46.819,2023-12,990.0,99.0,era_99,False,True,False,1,1,2023-12-12 10:11:46.819,990.0,0,0.0,False,1,0.01,1
88,2023-12-17 16:04:30.021,2023-12,79.2,99.0,era_99,True,False,False,1,10,2024-10-23 22:24:39.539,792.0,311,10.21681997371879,False,1,10.21681997371879,1
89,2023-12-17 22:21:16.702,2023-12,99.0,99.0,era_99,False,False,False,1,7,2024-06-18 00:22:21.827,693.0,183,6.011826544021025,False,1,6.011826544021025,1
90,2023-12-22 15:06:09.705,2023-12,99.0,99.0,era_99,False,False,False,1,12,2024-11-22 16:07:22.639,1188.0,336,11.038107752956636,False,1,11.038107752956636,1
91,2023-12-29 09:21:34.667,2023-12,990.0,99.0,era_99,False,True,False,1,1,2023-12-29 09:21:34.667,990.0,0,0.0,False,1,0.01,1
92,2024-01-01 16:35:03.598,2024-01,99.0,99.0,era_99,False,False,True,2,3,2025-03-12 20:30:08.620,358.55,436,14.323258869908015,False,1,14.323258869908015,1
93,2024-01-02 18:37:46.028,2024-01,89.0,99.0,era_99,True,False,False,1,4,2024-04-02 20:38:53.998,356.0,91,2.9894875164257555,False,1,2.9894875164257555,1
94,2024-01-03 16:01:45.460,2024-01,890.0,99.0,era_99,False,True,False,1,1,2024-01-03 16:01:45.460,890.0,0,0.0,False,1,0.01,1
95,2024-01-03 16:09:35.342,2024-01,890.0,99.0,era_99,False,True,False,1,1,2024-01-03 16:09:35.342,890.0,0,0.0,False,1,0.01,1
96,2024-01-03 17:44:18.967,2024-01,89.0,99.0,era_99,True,False,False,1,9,2024-09-03 19:45:55.329,801.0,244,8.015768725361367,False,1,8.015768725361367,1
97,2024-01-04 20:27:32.144,2024-01,89.0,99.0,era_99,True,False,False,1,10,2024-10-04 22:28:36.081,890.0,274,9.00131406044678,False,1,9.00131406044678,1
98,2024-01-04 20:49:02.433,2024-01,445.0,99.0,era_99,True,False,False,1,1,2024-01-04 20:49:02.433,445.0,0,0.0,False,1,0.01,1
99,2024-01-05 11:05:35.747,2024-01,890.0,99.0,era_99,False,True,False,1,1,2024-01-05 11:05:35.747,890.0,0,0.0,False,1,0.01,1
100,2024-01-06 17:39:24.466,2024-01,89.0,99.0,era_99,True,False,False,1,2,2024-02-14 15:42:05.378,178.0,38,1.2483574244415243,False,1,1.2483574244415243,1
101,2024-01-06 18:54:50.074,2024-01,890.0,99.0,era_99,False,True,False,1,1,2024-01-06 18:54:50.074,890.0,0,0.0,False,1,0.01,1
102,2024-01-06 20:55:53.422,2024-01,890.0,99.0,era_99,False,True,False,1,1,2024-01-06 20:55:53.422,890.0,0,0.0,False,1,0.01,1
103,2024-01-07 12:42:53.219,2024-01,89.0,99.0,era_99,True,False,False,1,4,2024-04-07 14:44:55.451,356.0,91,2.9894875164257555,False,1,2.9894875164257555,1
104,2024-01-07 16:07:39.600,2024-01,89.0,99.0,era_99,True,False,False,1,1,2024-01-07 16:07:39.600,89.0,0,0.0,False,1,0.01,1
105,2024-01-07 17:54:23.057,2024-01,89.0,99.0,era_99,True,False,False,1,2,2024-02-07 18:55:48.519,178.0,31,1.0183968462549278,False,1,1.0183968462549278,1
106,2024-01-07 18:06:08.198,2024-01,89.0,99.0,era_99,True,False,False,1,9,2024-09-07 20:07:31.814,801.0,244,8.015768725361367,False,1,8.015768725361367,1
107,2024-01-07 18:38:44.656,2024-01,890.0,99.0,era_99,False,True,False,1,2,2025-01-06 22:55:39.486,1780.0,365,11.990801576872535,False,1,11.990801576872535,1
108,2024-01-07 18:42:42.315,2024-01,89.0,99.0,era_99,True,False,False,1,2,2024-02-07 19:44:01.694,178.0,31,1.0183968462549278,False,1,1.0183968462549278,1
109,2024-01-07 18:48:41.235,2024-01,89.0,99.0,era_99,True,False,False,1,1,2024-01-07 18:48:41.235,89.0,0,0.0,False,1,0.01,1
110,2024-01-09 19:28:54.314,2024-01,99.0,99.0,era_99,False,False,False,1,3,2024-03-09 20:30:11.533,297.0,60,1.9710906701708277,False,1,1.9710906701708277,1
111,2024-01-10 17:08:01.612,2024-01,990.0,99.0,era_99,False,True,False,1,1,2024-01-10 17:08:01.612,990.0,0,0.0,False,1,0.01,1
112,2024-01-12 11:10:40.457,2024-01,99.0,99.0,era_99,False,False,False,1,9,2024-09-12 13:12:34.107,891.0,244,8.015768725361367,False,1,8.015768725361367,1
113,2024-01-13 20:01:17.948,2024-01,99.0,99.0,era_99,False,False,False,1,1,2024-01-13 20:01:17.948,99.0,0,0.0,False,1,0.01,1
114,2024-01-21 20:16:24.431,2024-01,99.0,99.0,era_99,False,False,True,3,3,2025-05-05 21:36:21.233,393.4,470,15.440210249671484,False,1,15.440210249671484,1
115,2024-01-21 20:59:00.419,2024-01,396.0,99.0,era_99,True,False,False,1,1,2024-01-21 20:59:00.419,396.0,0,0.0,False,1,0.01,1
116,2024-01-25 19:22:04.503,2024-01,990.0,99.0,era_99,False,True,False,1,2,2026-01-19 14:36:57.355,1980.0,724,23.78449408672799,True,0,23.78449408672799,0
117,2024-01-26 22:10:00.760,2024-01,79.2,99.0,era_99,True,False,True,2,4,2024-09-26 12:01:50.580,356.4,243,7.982917214191852,False,1,7.982917214191852,1
118,2024-01-26 22:10:36.828,2024-01,79.2,99.0,era_99,True,False,False,1,27,2026-03-26 23:12:03.040,2138.4,790,25.952693823915897,True,0,25.952693823915897,0
119,2024-02-03 19:27:29.943,2024-02,79.2,99.0,era_99,True,False,False,1,6,2024-07-03 21:28:05.107,475.20000000000005,151,4.9605781865965834,False,1,4.9605781865965834,1
120,2024-02-04 18:22:32.680,2024-02,792.0,99.0,era_99,False,True,False,1,1,2024-02-04 18:22:32.680,792.0,0,0.0,False,1,0.01,1
121,2024-02-07 16:10:55.631,2024-02,99.0,99.0,era_99,False,False,False,1,26,2026-03-30 20:19:07.564,2574.0,782,25.689881734559787,True,0,25.689881734559787,0
122,2024-02-09 10:43:50.800,2024-02,495.0,99.0,era_99,True,False,False,1,1,2024-02-09 10:43:50.800,495.0,0,0.0,False,1,0.01,1
123,2024-02-12 11:11:11.963,2024-02,99.0,99.0,era_99,False,False,False,1,15,2025-04-12 13:13:22.869,1485.0,425,13.961892247043364,False,1,13.961892247043364,1
124,2024-02-13 06:27:17.793,2024-02,99.0,99.0,era_99,False,False,False,1,1,2024-02-13 06:27:17.793,99.0,0,0.0,False,1,0.01,1
125,2024-02-14 08:32:14.531,2024-02,99.0,99.0,era_99,False,False,False,1,2,2024-03-14 09:33:51.444,198.0,29,0.9526938239159001,False,1,0.9526938239159001,1
126,2024-02-16 21:00:03.319,2024-02,99.0,99.0,era_99,False,False,False,1,2,2024-03-16 22:01:05.554,198.0,29,0.9526938239159001,False,1,0.9526938239159001,1
127,2024-02-19 18:14:16.432,2024-02,99.0,99.0,era_99,False,False,False,1,5,2024-06-19 20:15:49.374,495.0,121,3.9750328515111693,False,1,3.9750328515111693,1
128,2024-02-23 07:28:26.260,2024-02,89.1,99.0,era_99,True,False,False,1,6,2024-07-23 09:32:19.791,534.5999999999999,151,4.9605781865965834,False,1,4.9605781865965834,1
129,2024-02-23 12:02:35.447,2024-02,396.0,99.0,era_99,True,False,False,1,1,2024-02-23 12:02:35.447,396.0,0,0.0,False,1,0.01,1
130,2024-02-24 16:04:21.766,2024-02,99.0,99.0,era_99,False,False,False,1,21,2025-10-24 18:06:28.778,2079.0,608,19.97371879106439,False,1,19.97371879106439,1
131,2024-02-26 13:24:07.517,2024-02,99.0,99.0,era_99,False,False,True,2,2,2025-03-17 17:41:15.366,268.0,385,12.64783180026281,False,1,12.64783180026281,1
132,2024-03-01 00:38:51.352,2024-03,89.1,99.0,era_99,True,False,True,2,24,2026-03-04 00:15:27.273,1716.3,732,24.0473061760841,True,0,24.0473061760841,0
133,2024-03-05 08:23:50.792,2024-03,99.0,99.0,era_99,False,False,False,1,1,2024-03-05 08:23:50.792,99.0,0,0.0,False,1,0.01,1
134,2024-03-05 19:20:48.230,2024-03,990.0,99.0,era_99,False,True,False,1,1,2024-03-05 19:20:48.230,990.0,0,0.0,False,1,0.01,1
135,2024-03-07 20:21:00.206,2024-03,792.0,99.0,era_99,False,True,False,1,1,2024-03-07 20:21:00.206,792.0,0,0.0,False,1,0.01,1
136,2024-03-09 08:37:23.607,2024-03,990.0,99.0,era_99,False,True,False,1,1,2024-03-09 08:37:23.607,990.0,0,0.0,False,1,0.01,1
137,2024-03-10 17:11:40.130,2024-03,990.0,99.0,era_99,False,True,True,2,2,2025-03-17 17:28:45.189,2189.0,372,12.220762155059132,True,0,12.220762155059132,0
138,2024-03-20 12:57:54.014,2024-03,99.0,99.0,era_99,False,False,False,1,9,2024-11-20 13:58:46.306,891.0,245,8.04862023653088,False,1,8.04862023653088,1
139,2024-03-21 20:07:13.365,2024-03,99.0,99.0,era_99,False,False,False,1,13,2025-03-21 21:07:44.146,1287.0,365,11.990801576872535,False,1,11.990801576872535,1
140,2024-03-24 13:14:25.756,2024-03,198.0,99.0,era_99,True,False,True,2,5,2025-12-10 06:12:22.711,1782.0,625,20.532194480946124,False,1,20.532194480946124,1
141,2024-03-27 15:19:53.748,2024-03,79.2,99.0,era_99,True,False,False,1,1,2024-03-27 15:19:53.748,79.2,0,0.0,False,1,0.01,1
142,2024-04-01 21:24:33.370,2024-04,495.0,99.0,era_99,True,False,False,1,1,2024-04-01 21:24:33.370,495.0,0,0.0,False,1,0.01,1
143,2024-04-03 00:52:08.356,2024-04,99.0,99.0,era_99,False,False,False,1,2,2024-05-03 01:53:21.285,198.0,30,0.9855453350854139,False,1,0.9855453350854139,1
144,2024-04-03 12:45:53.345,2024-04,495.0,99.0,era_99,True,False,False,1,4,2025-11-08 21:18:19.798,1980.0,584,19.185282522996058,False,1,19.185282522996058,1
145,2024-04-05 23:08:20.900,2024-04,990.0,99.0,era_99,False,True,False,1,1,2024-04-05 23:08:20.900,990.0,0,0.0,False,1,0.01,1
146,2024-04-10 20:03:45.624,2024-04,99.0,99.0,era_99,False,False,False,1,3,2024-06-10 21:05:14.791,297.0,61,2.0039421813403417,False,1,2.0039421813403417,1
147,2024-04-10 20:48:37.269,2024-04,990.0,99.0,era_99,False,True,False,1,2,2025-05-09 21:10:27.024,1980.0,394,12.943495400788436,True,0,12.943495400788436,0
148,2024-04-11 00:37:20.003,2024-04,891.0,99.0,era_99,False,True,True,2,2,2025-06-05 09:36:29.721,1881.0,420,13.797634691195794,True,0,13.797634691195794,0
149,2024-04-11 16:07:42.174,2024-04,99.0,99.0,era_99,False,False,False,1,1,2024-04-11 16:07:42.174,99.0,0,0.0,False,1,0.01,1
150,2024-04-13 12:02:56.321,2024-04,831.6,99.0,era_99,False,True,True,2,2,2025-09-07 20:23:16.303,1030.6,512,16.819973718791065,True,0,16.819973718791065,0
151,2024-04-14 18:49:55.943,2024-04,495.0,99.0,era_99,True,False,False,1,1,2024-04-14 18:49:55.943,495.0,0,0.0,False,1,0.01,1
152,2024-04-15 13:56:18.455,2024-04,99.0,99.0,era_99,False,False,False,1,6,2024-09-15 14:57:33.418,594.0,153,5.026281208935611,False,1,5.026281208935611,1
153,2024-04-16 18:21:25.918,2024-04,990.0,99.0,era_99,False,True,False,1,1,2024-04-16 18:21:25.918,990.0,0,0.0,False,1,0.01,1
154,2024-04-17 08:38:20.962,2024-04,990.0,99.0,era_99,False,True,False,1,1,2024-04-17 08:38:20.962,990.0,0,0.0,False,1,0.01,1
155,2024-04-18 17:57:42.568,2024-04,792.0,99.0,era_99,False,True,False,1,1,2024-04-18 17:57:42.568,792.0,0,0.0,False,1,0.01,1
156,2024-04-23 15:43:40.738,2024-04,99.0,99.0,era_99,False,False,False,1,5,2024-08-23 16:44:44.592,495.0,122,4.0078843626806835,False,1,4.0078843626806835,1
157,2024-04-26 14:07:00.416,2024-04,99.0,99.0,era_99,False,False,False,1,7,2024-10-26 15:07:34.930,693.0,183,6.011826544021025,False,1,6.011826544021025,1
158,2024-05-01 16:34:34.861,2024-05,99.0,99.0,era_99,False,False,False,1,21,2026-01-01 16:55:40.105,2079.0,610,20.039421813403415,False,1,20.039421813403415,1
159,2024-05-06 12:35:23.893,2024-05,99.0,99.0,era_99,False,False,False,1,12,2025-04-06 13:36:35.245,1188.0,335,11.005256241787121,False,1,11.005256241787121,1
160,2024-05-07 08:45:30.505,2024-05,99.0,99.0,era_99,False,False,False,1,2,2024-06-07 09:46:34.889,198.0,31,1.0183968462549278,False,1,1.0183968462549278,1
161,2024-05-10 19:11:31.998,2024-05,92.07,99.0,era_99,True,False,False,1,3,2024-07-10 20:13:23.259,276.21,61,2.0039421813403417,False,1,2.0039421813403417,1
